timestamp,stage,price_before_j,price_before_c,dx_j,dx_c,dy_j,dy_c,x0_j,x1_j,x0_c,x1_c
1621360255,DIR1,3403.830135662139,None,None,None,None,None,150000000.0,44068.00574646795,None,None
1621360265,DIR2,3403.830135662139,3403.830045147008,15.652074281030487,15.652074281030487,53264.454147189856,53264.45414724799,150000000.0,44068.00574646795,150000000.0,44068.00574646795
1621360315,DIR1,3402.227679136692,3402.2277269081496,56967.0,56967.0,16.73981206650933,16.739812066495848,149946778.1872709,44083.65782074898,149946778.18727085,44083.65782074898
1621360325,DIR2,3403.941471079094,3403.9414325764296,13.823252042552067,13.823252042552067,47043.75378152728,47043.75378149761,150003745.1872709,44066.931400577974,150003745.18727085,44066.93140057799
1621360375,DIR1,3402.526294465757,None,None,None,None,None,149956739.08595175,44080.754652620526,None,None
1621360385,DIR2,3402.526294465757,3402.526244451162,5.868095645199673,5.868095645199673,19964.586254417896,19964.58625444489,149956739.08595175,44080.754652620526,149956739.08595172,44080.75465262054
1621360435,DIR2,3401.925691862376,3401.9256469363977,None,None,None,None,149936790.4871648,44086.62274826573,149936790.48716474,44086.62274826574
1621360445,DIR1,3401.925691862376,3401.9256469363977,None,None,None,None,149936790.4871648,44086.62274826573,149936790.48716474,44086.62274826574
1621360495,DIR2,3401.925691862376,3401.9256469363977,None,None,None,None,149936790.4871648,44086.62274826573,149936790.48716474,44086.62274826574
1621360505,DIR1,3401.925691862376,3401.9256469363977,238185.0,238185.0,69.9410722646353,69.94107226463842,149936790.4871648,44086.62274826573,149936790.48716474,44086.62274826574
1621360555,DIR1,3409.0971399497785,3409.097116070721,None,None,None,None,150174975.4871648,44016.73805079572,150174975.48716474,44016.738050795735
1621360565,DIR2,3409.0971399497785,3409.097116070721,39.428526101479804,39.428526101479804,134335.79993712902,134335.7999371501,150174975.4871648,44016.73805079572,150174975.48716474,44016.738050795735
1621360615,DIR2,3405.0498831466543,3405.049878533211,None,None,None,None,150040747.19932386,44056.1665768972,150040747.19932377,44056.166576897216
1621360625,DIR1,3405.0498831466543,3405.049878533211,201849.0,201849.0,59.226412292591704,59.22641229259837,150040747.19932386,44056.1665768972,150040747.19932377,44056.166576897216
1621360675,DIR1,3411.136724930713,3411.136709538879,None,None,None,None,150242596.19932386,43996.98823109759,150242596.19932377,43996.988231097595
1621360685,DIR2,3411.136724930713,3411.136709538879,65.36607292373591,65.36607292373591,222752.75717186928,222752.75717184978,150242596.19932386,43996.98823109759,150242596.19932377,43996.988231097595
1621360735,DIR1,3404.4207854847577,3404.4208533569263,None,None,None,None,150020021.6611574,44062.354304021326,150020021.66115734,44062.35430402133
1621360745,DIR2,3404.4207854847577,3404.4208533569263,33.883008258344276,33.883008258344276,115293.22429960966,115293.22429950091,150020021.6611574,44062.354304021326,150020021.66115734,44062.35430402133
1621360795,DIR1,3400.9523878794616,None,None,None,None,None,149904820.87988394,44096.23731227967,None,None
1621360795,DIR2,None,3400.952330569288,None,None,None,None,None,None,149904820.87988397,44096.23731227968
1621360805,DIR2,3400.9523878794616,3400.952330569288,176.23148042058506,176.23148042058506,597757.7352539897,597757.7352540295,149904820.87988394,44096.23731227967,149904820.87988397,44096.23731227968
1621360855,DIR1,3382.7570082866773,3382.757006145574,106059.0,106059.0,31.33762566385849,31.33762566385332,149307597.50578496,44272.46879270025,149307597.50578496,44272.46879270026
1621360865,DIR2,3386.0335385266776,3386.033573923355,94.33549854134901,94.33549854134901,318955.71492266655,318955.7149226448,149413656.50578496,44241.158354711966,149413656.50578496,44241.15835471197
1621360915,DIR1,3376.0839641226444,3376.083896241828,None,None,None,None,149095006.671151,44335.49385325331,149095006.67115104,44335.49385325333
1621360925,DIR2,3376.0839641226444,3376.083896241828,47.434801385498105,47.434801385498105,160022.83201786876,160022.83201790543,149095006.671151,44335.49385325331,149095006.67115104,44335.49385325333
1621360975,DIR1,3370.969411064791,None,None,None,None,None,148935146.78440568,44382.92865463881,None,None
1621360985,DIR2,3370.969411064791,3370.969399155337,54.51917398930029,54.51917398930029,183619.73066982627,183619.73066984524,148935146.78440568,44382.92865463881,148935146.78440568,44382.928654638825
1621361035,DIR1,3364.9827398542493,3364.9827180910293,None,None,None,None,148751728.407319,44437.44782862811,148751728.40731898,44437.44782862812
1621361045,DIR2,3364.9827398542493,3363.598021667549,42.72305021108575,33.554354941336655,143660.4692209065,112801.532940866,148751728.407319,44437.44782862811,148751728.40731898,44437.44782862812
1621361095,DIR1,3358.8896153685296,3359.9071041053558,None,None,None,None,148608235.30411625,44480.17087883919,148639050.6120927,44471.002183569464
1621361105,DIR2,3358.8896153685296,3359.9071041053558,None,6.4797842801166,None,21769.145786334964,148608235.30411625,44480.17087883919,148639050.6120927,44471.002183569464
1621361155,DIR2,3358.8896153685296,3359.1889333978324,None,None,None,None,148608235.30411625,44480.17087883919,148617305.56298676,44477.48196784958
1621361165,DIR1,3358.8896153685296,3357.817118746246,None,14829.0,None,4.415944531823641,148608235.30411625,44480.17087883919,148617305.56298676,44477.48196784958
1621361215,DIR1,None,3358.299562459053,None,None,None,None,None,None,148632134.56298676,44473.07066347512
1621361215,DIR2,3358.8896153685296,None,None,None,None,None,148608235.30411625,44480.17087883919,None,None
1621361225,DIR1,3358.8896153685296,3358.299562459053,213165.0,241704.0,63.39696998709405,71.88882455087906,148608235.30411625,44480.17087883919,148632134.56298676,44473.07066347512
1621361275,DIR1,3364.38329292893,3366.04745355195,None,None,None,None,148821400.30411625,44416.83850893778,148873838.56298676,44401.25070835683
